customer_id,customer_name,review_head,review_body,review_date,ratings
customer_review-RDK9CA64ZTZWS,S D,Your phone takes way better pictures than this,bought taking medical pictures picture quality pathetic especially color rendition physical button clicking photo half press focus expect camera pros easy carry around small size,10-11-2018,1
customer_review-R62VCTNCFHN69,Vivek,"@ Amazon, allow me to replace it with Canon,",bad build quality picture compared canon low light 7 year old panasonic tz20 lower tussle amazon rep refund replacement canon product,11-10-2018,1
customer_review-R29DD8LHTII57I,Amazon Customer,Good but less user friendly,overall good product price handy light weighted value money picture quality price cutting features like lousy keys user friendly operation especially want see pictures still good product sonys dg cams always great,03-11-2019,4
customer_review-R2A3I05RNBTNP0,Rutvij Deshmukh,Best budget point and shoot camera way better camera in ...,best budget point shoot camera way better camera segment par lags behind great quality pics easy capture high resolution images overall good experience go,01-08-2016,5
customer_review-RCM777F5KR3SI,Debashis Das,Awesome product👍,awesome product high quality pictures resolution given high quality pictures night,19-09-2017,4
customer_review-R1MSZLQQNORF71,Vikas Ladha,Good Digital Cam For This Price.,using since week found picture quality good image stabilization quite impressive battery backup also good full zoom pic bit distorted upto 5x good quite happy purchase er vikas ladha,03-08-2019,5
customer_review-R30W0ZJCV0B549,Rahul Bansal,Average camera,light weight easy use good price dont expect much dont buy u mobile phone 13 mega pixel camera picture quality,16-01-2016,3
customer_review-RNQWI5U8BWOD2,Shyam,An obsolete 90s product with no modifications.,dadaji living 80s90s knows nothing technology upgradatiin except name sonylol charging pin like monopoly jio want insert additional mic voice clarity need make external hole overall buy obsolete 90s product good luck already bought even powerbank going help,27-10-2019,1
customer_review-R3CWU7U2JFMJ69,sajeesh,No memory card...,got product eveningi open minutes backbut memory card boxonly memory card indication sticker onlywhy amazon customers like pathatici check function morningthen updated review,27-07-2018,3
customer_review-R1C3S2B48F3V8U,Harsh V.,Amazon is like china company,frastrauting shown amazon low level camera time photo taken option photo waste amazon sony trying solve problem shows amazon like china company one time sale,12-07-2019,1
customer_review-R1OD2NT8LU6LYF,Avinash,Not Required Actually,picture quality mobile cameras much better camera tried sorts pics compared good thing size little optical zoom 8x,16-09-2018,3
customer_review-R3LLBQSRQRB0KF,Amitendra,Bad picture quality,picture quality good mobile phone take better pics camera build quality also good yes easy use dont waste money buy camera want return camera,20-10-2018,2
customer_review-RMRMPF04TKNEO,Shashi Dharan,good,best camera league,14-11-2017,5
customer_review-R30PFU8G051447,GANESHAN P,Test snaps taken with Sony DSC W 830;Reg.,got product today amazon timely safest delivery performance camera simply outstanding compared brands similar capacity price guys straight away go sony dsc w 830 cybershot camera simply best capacity frequent travellers advice go,19-11-2018,4
customer_review-R2SSJAAWA75H0V,Latish Wadhai,Don't buy..!!,good thought mobile better dont like return product,30-04-2018,1
customer_review-R2COURE0AVAKCN,Amazon Customer,Not worth buying,worth buyingvery fragileone small water droplet repair cost pricedont buy,05-10-2019,2
customer_review-R28CSSA6XUAKI2,V,Excellent Product...You don't need any features beyond it if you are not a Professional photograper,good camera picture quality good coming slr loads features canwill use earlier planning buy dslr bought one due compac size features camera lens good never made realize shooting dark cloudy background excellent product,10-03-2015,5
customer_review-RAZVBKUNP83BX,SURENDRA KUMAR,Good Product,great product affordable price sony picture quality good zoom also good,28-06-2019,5
customer_review-R20JYBYVR5SPXG,Mady M,Nice product.,picture quality day complete dark great semi light conditions like low light picture quality poor clear overall nice camera,25-02-2019,3
customer_review-R2OZBNXU3F7MFX,Amazon Customer,Don't buy....bad quality,took photos night darkness flashi found lots amount red color pictureso difficult recognize face picture night otherwise good camera day photography,05-09-2018,1
customer_review-R3HFSD5OVTQ3MD,Amazon Customer,Money waste. Please don't buy this product,provided used camera unfortunately traveling abroad day received camera manage replace money wasted purchase coming picture quality mobile picture far better camera,14-01-2019,1
customer_review-RFV2ONGGIWSXA,Jignesh,Low quality.,purchase camera good quality pictures result even comparable iphone 5s 50 megapixel call care replace good quality device also available,29-06-2019,3
customer_review-R3HJGSM6R5S42T,durga,Bad product,good neither could return return window closed within week bad product waste money phone pics r much better,14-10-2018,1
customer_review-R1EU5LI2O31U3L,DSP,dissappointed,cheap plastic body great images for20 mpplus point compactness,26-07-2019,4
customer_review-R2TM2G56H13I2Y,Utpal Mondal,bad product,bought camera 1 year ago used camera 2 months last 10 month unable use camera switch never turned never got help anywhere bad experience amazon,28-02-2019,1
customer_review-R366PRTG4DK6V1,Narendra,Camera not satisfied for me..,hi friends basic camera give good results using day suits night outs indoor shooting overall build quality good compact,20-11-2019,3
customer_review-R3U7ENJKU5HF9V,k.udaya bhaskara krishna,Not satisfied,picture quality good bright light poor light adequate build quality also poor,11-12-2018,3
customer_review-R2YOBPYW3CSIHC,Mona Agarwal,OK types!,good purchase price requirement son taken photography club school looking basic digicam meets expectations,02-07-2018,4
customer_review-R3072CBR8H3LAG,"K.SIVARAMAPRASAD, HYDERABAD",Nothing special,namesake 201 mega pixels normal camera average pictures,25-09-2019,3
customer_review-R2A9816PYIS7X2,tanu,About camera,width camera less dimentions mentioned power button protude outside inside hole difficult switch camera every time use nail power,01-11-2018,2
customer_review-R1YEJP0FB6VNDR,Ganesh,Camera is Very small but quality is very gud. ...,camera small quality gud,21-05-2017,4
customer_review-R4ENIF4X7F0MX,Amazon Customer,"It is a good camera, daylight photography is good",good camera daylight photography good struggles low light conditions backdrop able record 720p videos 1080p full hd video recording available color reproduction good,19-04-2016,3
customer_review-R17LYARMXVRYUG,Pradeep,Best point and shoot for this price,best point shoot price photo quality excellent even veiwed computer pixels photo doesnt get distorted,23-03-2016,5
customer_review-R10EUFI7U0U1BK,Amazon Customer,Five Stars,nice product clearity nice delivered time thnk amazon,11-12-2017,5
customer_review-R2LO2S7EX0XM7T,Rajesh Tripathy,good one,good camera avg zoom avg picture quality avg image stabilization,07-07-2019,3
customer_review-R37VMBTUCT4RLH,subhajit mitra,the camera is very light weight and compact to carry,photos captured goes beyond price delivery ok comparing price features big enough main problem product description showed carrying case free dont get,16-10-2018,5
customer_review-R258SK8B6AMQR6,Shaunak Pai,A good camera for normal use,good camera normal use good quality easy usage though little smaller pictures,21-04-2018,4
customer_review-R2HK40LN5MZMK7,navneet,seller should take extra care to pack the product,decent product take good picsvery small footprint easy operate packed well seller take extra care product well cushioned shocksthanks,18-08-2018,4
customer_review-R2UT5PHSD4WE6T,Adv Kadam Datta Narayanrao,Item is bad,item totaly damagedits picture quality poori didnt chekedthere os blurring every imageso want change,14-10-2018,1
customer_review-R27SKVIWT7HLQ,ANAND,Performance Gud but body loose fitting....,picture quality zoom image stabilization super product fitting properly camera top side fitting loosely low weight compact size,20-07-2019,4
customer_review-R22PCIJJ89DR8N,Priyanka bhati,Not worthy,zooming good thr side picture quality features good expect ok ok worth mobile camera much better clearity color quality,25-06-2019,3
customer_review-R2CA5ETDE0L8Y1,Amazon Customer,When mobile phone of 10k give Camera of 12-15 MP why this more than 5k,days mobile phone 10k give camera 1215 mp sony camera wouldnt good idea spend 5k,15-11-2018,3
customer_review-R32GJ7SOW2UDLU,Narendra,Value for money,bought recording videos mark beginners level dont expect much camera satisfied performance sure worth buying price,12-10-2019,4
customer_review-R38ZCJJ7U7RCTU,Umesh,Piece of crap for 8k,pathetic product 8k output quality even good mobile phone output mobiles less 10k please put base waste money amazon even ready take back,20-04-2019,1
customer_review-R2NGHDY2ER2QLL,Seema Sharma,Actual review,photo quality good best u cant shoot good video flash working video mode good using day night photo video good,24-02-2019,3
customer_review-R2S2EBFW3YWBID,Brijesh,Very Good Camera Quality,budget friendly good camera quality nicely zoom,01-06-2019,4
customer_review-R2KWHCO9AP4DVO,Amazon_buyer12422,Absolute waste of money,went holiday every single pictureeven ones clicked daylight come blurred absolute waste money phone trustworthy,11-02-2019,1
customer_review-R3GYA95DTEFMWJ,Biswajit,Five Stars,amazing product delivery fast delivery package love camera image quality good,06-04-2018,5
customer_review-R1SV2D95NNQT3Q,Sandeep balla,Worste product,completely waste camera performs like 5mp camera pls dont waste ur money,09-09-2018,1
customer_review-R3LRJN0IB331SC,Priyanka S,"Ok ok product, could have purchased better Mega pixel phone!",picture quality better smart phone battery reliable quite easy use,26-01-2019,3
customer_review-R1BEXPXYO3Z4B3,vishal kumar,Picture quality,picture quality good battery life 130 hours performance slow,22-10-2018,1
customer_review-R1KDS1UCUA5QDV,S Sonawane,Mobile phone camera gives better picture,mobile phone camera gives better picture,14-07-2019,2
customer_review-R2JI696CWOGXFZ,Cherry,Excellent bcam from Sony,good battery life nice picture quality great thing easy use compact,11-11-2018,4
customer_review-R1CSZ3S800YH73,Pravin p.,Awesome but not excellent...,zooming clearity clear overall awesomebut excellent per budget say everyone prefer budget near,26-11-2018,4
customer_review-R17BPFAAZQFGB9,rashmi,Can be improved,picture quality goodbut battery life great easy handle,03-03-2019,3
customer_review-R2BPVUSLSCWWHI,soorej,Mob is better than this,better use mob camera cam dobt want take ur pics mob ok mob phones 10 k range better picture quality,31-12-2018,1
customer_review-RPIST4TXJKWON,Mahima Patel,Product is good.,didnt give case cover dont know give case cover,25-10-2018,4
customer_review-R3C4ECS74W6TSW,Dilshad khan,One Star,camera good instead buying buy android phone,25-01-2018,1
customer_review-R32AEKS9X2TPY8,Amazon Customer,VERY POOR QUALITY OF SONY EVER SEEN,poor quality product use photo etc,10-06-2019,1
customer_review-RNQUPCCIYAJSU,gourab chatterjee,Hassle free & pocket friendly,picture quality disappointing sleek handy design 8 zoom bit frustratinganyway nice camera overall satisfactory performancethanks amazon speedy delivery,24-09-2018,5
customer_review-RBQM7A7M0UJ2P,Bikash Chakraborty,About this product,bad pictures display,22-06-2019,3
customer_review-RM68SQDUFCE9I,suyog sadanand more,Good product,nice quality picture battery backup,06-11-2018,5
customer_review-RP5T8WFVOU0RZ,AJAY MISHRA,nice,nice product,10-10-2019,4
customer_review-R35PZJN99RWL9O,Tams,Nice,superb product,06-11-2019,5
customer_review-R3LCAWSTP3I0EJ,Reyon,this is my review,doesnt print time stamp photos light weight somewhat sturdy worth penny,08-11-2018,5
customer_review-R286ONMZL4XQJK,Amazon Customer,nice,good cameraclicks nice picturesbetter regular phone boughtdrawback touchscreen support wifi,07-04-2019,4
customer_review-R1XEC4KAV3PH5A,Soumyajit Sarkar,Horrible in low light,basic camera many limitations good camera phone dont buy one,29-11-2019,3
customer_review-R320HTURN3E9JV,Navneet(nanzi),Poor quality,product poor bye please,15-10-2018,1
customer_review-RKCXCDEU7G5PK,100kmph biker,100kmph biker (YouTube,good value money visit 100kmph biker youtube,26-03-2019,4
customer_review-R27CEOKLHRWN5A,shrikant chavan,Very Good,good,24-05-2019,5
customer_review-R1O6L1D7XDSFA4,Amazon Customer,Poor n low quality product,camera good built quality permonace upto marks poor quality,20-12-2018,3
customer_review-R2U5FXPI919W2G,Dinesh,I regret buying this product.,poor product pls dont go looks like toy cam worth buying cant return since amazon policy doesnt allow,27-07-2019,1
customer_review-R3M4R7LT4DTAZ6,Gurpreet Singh,Good,value money,11-06-2019,5
customer_review-R3DJ60OKNHIG6X,Parag M.,Cheap quality,useless camera,29-09-2018,1
customer_review-R2Y25TO798XNAC,kumar,Good one,night time dull,17-06-2019,4
customer_review-R2AQ0HUVJ6BO54,Amazon Customer,Mediocre product and waste of money,terrible tried return product amazon refused,15-06-2019,1
customer_review-R2X2NGSGLK2QJC,Jaydip,poor picture quality,returned product quality photos bad tried snaps tube light good used sony cameras product disappointed,09-10-2015,2
customer_review-RXW2B8U62Z8MV,Aungshuman Roy,Camera bag not inside the pack,received camera camera good camera bag inside pack hopeless happy decided return product,17-08-2018,4
customer_review-RG8Q3ECG98JSA,Amazon Customer,Ok,ok,02-08-2019,2
customer_review-R1ZXASN34USPIW,VEDANT GORE,such a nice camera,camera nice takes good photos,05-04-2019,5
customer_review-R22R2767HLW84X,Amazon Customer,Nice k,bad,03-06-2019,5
customer_review-R27LQB828M88MR,RNB,Good product,good product,26-05-2019,4
customer_review-R3GG3CIX0MENY1,Krish,Five Stars,nice,15-03-2018,5
customer_review-RCXN7EVTLYFTK,Anurag Sharan,Not worth,worth basic mobile,13-08-2019,1
customer_review-R33SJXR0NEBVC1,Dinesh Choudhary,"image quality is fine, but very less battery back up",nice product easy use image quality good,20-04-2019,4
customer_review-R1TQZLTQ2VB5MN,Gopi N,Four Stars,good,16-07-2018,4
customer_review-R26ZWPUIVMMOSQ,Subhradip Dutta,"Sony DSC W830 Cyber-shot 20.1 MP Point and Shoot Camera (Black), FINE Dig.. CAM",fine cam 1 fine digital cam 2 size adjustable pocket 3 image quality better 4 battery service better overall free items 4 gb mcard cam case good,22-11-2014,5
customer_review-R32N9NZ2IMB4,bhargaviajay,good,good,19-03-2019,4
customer_review-R2EZC9BJ4QUKQQ,Shriganesh,Good,good product,24-05-2019,4
customer_review-R2LKNDLI9W47B5,Surendhar,But the product is nice,like sony cyber shoot camera additional option canon ixus camera especially wifi option connect mobile product option,19-07-2019,4
customer_review-R2PLFVN61SV34N,Piyush,"Ordered Black, Received Silver",kindly check order detail send product accordingly received silver colored item ordered black model however quality good,22-05-2018,3
customer_review-R2AOP6NSC8J1C0,Ashok Kumar,Great Camera!,great camera though cancel order due purchase dslr seen item friend certainly great camera easy use,28-10-2014,5
customer_review-R2SI2EOI7JQIYQ,PRONOY KUMAR GHOSE,Good Camera,good camera day time photography good drawback night capture background light gives blurr effect background light,23-03-2015,4
customer_review-R2TLULUI8SY4K8,PRASANTH,Thanks to amazon,supper product,10-03-2019,5
customer_review-R1Z67X23ROZNO1,Amazon Customer,Pocket friendly,good according price,11-11-2017,4
customer_review-R9XXVWPXJJ3CO,Arka Mallick,Good Product,nice product overall,10-06-2019,4
customer_review-R3FZPF6LSLPHAW,Parama Joseph,Execellent,perfect,16-08-2019,5
customer_review-R3DHIYNIRKYTDV,Dr Waseem,Nice,good,01-02-2019,5
customer_review-R141PCOJLUIGCE,c.satvaika goud,Pictire clarity,picture clarity good badplz dnt buy productits blurthis 1st dissapointed amazon,14-08-2019,1
customer_review-R2LPXP2JE02REB,Shailesh B Baseta,Five Stars,nice product,16-11-2017,5
customer_review-R3REK47Y08NDN0,Chitra Das,Quality of product is poor,product good picture quality poor wanna return product helpful one describe return policy,09-10-2019,1
customer_review-R3GHSS571VNBCX,VIJAYAKUMAR S,Mini giant,powerful camera less size mobile phone useful vacation tour photography 250 mm zoom pocket,29-09-2019,5
customer_review-R1QHH342PSM14B,Amazon Customer,Three Stars,good party family gathering good picture normal lighting low light,24-02-2018,3
customer_review-RQBDW4U1RQN4P,Bobeita,Good for amateurs only!,ok great video night filming good day time pictures,26-07-2018,3
customer_review-R1MUIZ7UX6JODJ,praveen dubey,Camera review,good budget camera,05-09-2019,5
customer_review-R3FYE94ITG7FQ1,JITHIN RAJ NK,Worst product,poor quality picture cant zoom much old nokia keypad phones better returned product,18-11-2019,1
customer_review-REBU8HIS8P258,satish prajapati,Avarage,satisfied,14-08-2019,3
customer_review-R7CLUH76KRCMQ,Amod,Image quality is very poor!,worth money image quality poor,23-06-2018,2
customer_review-R3I232ST2ECX2M,Amazon Customer,Easy to clean,zoom,24-10-2019,3
customer_review-R3PWP9S0RQJOZ0,Arjun Singh Jadon,Good,good,11-04-2019,5
customer_review-R2NOMFKUFRPX7I,Hari,Amazing Price With good Quality,product delivered time prize much cheaper showroom pricethank,30-10-2018,5
customer_review-R267NDYRGZWUD4,prince,pls don't buy it,camera pictures poor quality image stable,03-10-2019,1
customer_review-R3JFPLXWJF5D28,Rectifier,Not recommended,go higher priced cameras,12-06-2019,1
customer_review-R169OLWNXVU74K,Ramchandra Pednekar,Good quality,good quality,30-11-2018,5
customer_review-R1BZ2U4R9QQ4AT,vidnyanendriya,nice,best,03-11-2019,5
customer_review-R2YRLYXS7E17HD,Dolphin Enterprises,good,good product,17-12-2018,4
customer_review-RRJE1STPSOHSJ,kamalakanta,Good camera quality,per description camera case box,15-10-2018,5
customer_review-R2AQ7DZWOGN1JZ,Amazon Customer,Highly recommended for a low budget!,great product,11-05-2019,5
customer_review-R15Z5NUB3JU4J1,Md Ayaz Ahmed,good,good,04-11-2018,5
customer_review-R5PS0FL3OH1I4,Jayesh R.,"Beautiful and perfect,",beautiful perfect,08-04-2019,5
customer_review-R1SNBXPAPRVEGV,Mothi Mithra,Five Stars,picture clarity really awesum connect tv pics precise,20-03-2016,5
customer_review-R2TCO2KUDGS6EI,Himen Sheth,Qualitative product with low price,digital camera best quality low price lacks features like wifioverall good productivity,23-03-2019,4
customer_review-R2DPTX8KWSZMTS,K V S K,Difficult to adjust settings,battery life,13-12-2018,3
customer_review-RCCLO6KOKWUH9,Aditya srivastava,Duplicate product,duplicate product,03-08-2019,1
customer_review-RK5IGXOM90PHE,Amazon Customer,Very easy,nice producthappy,31-10-2019,5
customer_review-R2S0NW8CMNIUZ,vikrant gupta,nice camera,good camera nice kids also timer picture quality good,22-01-2019,5
customer_review-R7UISKDDWMEGR,Senthilkumar,Good,good price,06-07-2019,5
customer_review-R10PUSDC9BYWSM,madhukar patil,Poorly,product defective suggest online sale sony products bad experience,17-07-2019,1
customer_review-R2KKRT5680AHYP,Akash,Best camera,best camera various functions like photo editing,04-10-2017,5
customer_review-R1FK6G4XDJIVKS,AB,Just awesome,awesome camera loved design many controls unlike lumix cameras picture quality impressive best camera price range,16-10-2015,5
customer_review-R2IECEO5ED08DE,Nitinkumar S. Ambekar,Good for those who don't want to carry bulky camera,better phone camera less dslr easy carry take pictures,08-12-2018,4
customer_review-R1GV1PBTVAHVMH,Amazon Customer,Not bad,uoo,14-02-2019,1
customer_review-R2B01LP9FDLGQM,Tapash,Must buy for good quality camera at low price,loved product needed gift first camera sister sleek easy handle allow photo clicked different condition perfectly con could little dark pictures light good inside house else con,14-09-2014,4
customer_review-R36K5CBCEFN055,Rajib kumar basu,Five Stars,good,28-05-2018,5
customer_review-R1QYEIHV7JNPWW,Sourabh,Ok,small size iphone6 better quality,25-01-2019,2
customer_review-R24C4GGQSVMCD3,SIDDARTHA MEHTA,Superb camera with less amount and easy to carry,superb camera less amount easy carry thank amazon providing good product us keep,28-07-2019,5
customer_review-R18LDFRI7CC6B4,Ram Prasad,Good Product,good product,19-09-2017,5
customer_review-R1SPDMZ7UUNBLL,sudhir mahajan,Four Stars,awesome camera good picture quality small budget good family purpose sunlight taken pictures good,23-10-2017,4
customer_review-R379NPP941HFI0,Atusha I.,"How to make the whole process work, batteries and charging in particular",battery isnt easily visible cant retrieved easily technologically challenged people like,21-11-2018,3
customer_review-RPABXFWM3S985,Farooqui,best camera in this price range,alll features family camera images clear daylight night well handly packing improve amazon,11-06-2014,5
customer_review-R1GFDVT0PVBVYR,Koley,GOOD QUALITY,low light photo quality bad light photo great battery life awsome,10-01-2019,5
customer_review-R2153PUQOJREK1,Rudra Prasad Dash,Not so good but ok,good ok,04-07-2019,5
customer_review-R2H0DCJM1AFDNB,ranjith hr,Good,good,05-09-2018,5
customer_review-RZ2AZJEJ34L60,amit k parmar,Good,camera good per price,18-07-2019,3
customer_review-R1G4LXPBM2YTI1,Sumit Chandra,Not value for money,poor body plastic poor picture quality sony cybershot camera easy carry light weight,11-11-2018,3
customer_review-R36DE787N6MZVD,Harish kumar,Five Stars,awesome pics,22-10-2017,5
customer_review-R1TPGZFU6J12QP,Amazon Customer,Perfect for perfect shot,excellent picture quality perfect small events colors sharp vivid nature low lighting images quality good,04-10-2016,5
customer_review-R3EDWQ5D2EMV0M,debasis,Got this product in good price.,got product good pricesonys quality always bestbut little bit worried button small,23-11-2014,4
customer_review-R2YXNQMQ48I7I3,Amiyo S.,Good,far good,21-07-2019,3
customer_review-R3T15PTSTA6RXU,Soumika Dutta,W830 review,loved w830 got today well packed everything inside good camera,20-03-2019,5
customer_review-R23H5265XE3T7V,Sourajit Deb Biswas,Just awesome camera,features best display lcd didnt view display side angles,24-07-2019,4
customer_review-R2IFGOB1YJ7Z3O,VictuzPkd,great one,product good,12-12-2018,5
customer_review-R1PDX6DL9BUNNX,david lee,not the best,ok camera,17-09-2019,3
customer_review-R195MT2K2U4AR3,Lokesh,Three Stars,bad use camera,15-10-2017,3
customer_review-R7I7U271HT7MD,Amazon Customer,Four Stars,ok,12-08-2017,4
customer_review-RU08UTL2YB5J6,RPM,Not good,worst camera,28-01-2019,1
customer_review-R230L2VGBWCV7W,Yashwant Kumar sahu,Produt return for pics quality,photo zoom time blurr night shoot pics dottedkindly provide zoom clearity,18-11-2019,5
customer_review-R32B8LWSFU6NJH,P.M.Anish,just awesome,awesome,11-10-2019,4
customer_review-R1BSKECGSE9P39,Imran,Amazing,vry good product sony,17-04-2019,5
customer_review-R3KIPLE912OXXJ,Dhruba Chakravorty,Nice,good product,29-05-2019,4
customer_review-RT4H6CLV8U1IG,Krishna Venkatesh,My apologies.,notice memory card attached inside box complained sorry,01-03-2019,5
customer_review-R9YEL1OTO41CD,S.Lokesh,Sony DSC W830 Cybershot,excellent service neatly packed got warranty invoice bill top communication superb timely response value money,28-05-2014,5
customer_review-RCPRPWR5T1YV1,JOGENDRA SINGH,Too small,small size like toy,13-11-2019,1
customer_review-REURZRYW0WA1M,MADHUR THUKRAL,Great deal,nice picture quality great zoom handy original accessories,26-01-2019,5
customer_review-R1VG454UKSQ3FG,Amazon Customer,Sleek / Handy / Good camera,third sony point shoot camera best till date elders family also use quite easily good camera,12-10-2016,5
customer_review-R1L0SX74QF8K1F,Amazon Customer,Five Stars,simply superb camera im totally satisfied buy,18-10-2017,5
customer_review-RBVDUUTTOR053,Ram,Super,good picture quality hands free use nice product sony,10-11-2018,5
customer_review-RDJFRVXT6W1QT,shubham tiwari,Very bad in picture and video quality,dont like picture video qualitysmartphones much better camera,07-10-2019,2
customer_review-R1MCMQUBNRZ1V4,Prateek Dekate,Picture Quality is bad.,picture quality camera good expected,16-12-2018,2
customer_review-R2NNBPRMQ4SQNQ,selvamani,super,good macro photography best battery backup good low light photography worth money,13-09-2015,5
customer_review-R2KCBY28HXS79H,Vicky,Fabulous,mostly mark,12-07-2019,5
customer_review-RX06JHVENW1WE,Venkat,This has a battery that is similiar to our smart phones which can be recharged as often as we ...,battery similiar smart phones recharged often like picture quality layman like fantastic,15-10-2016,5
customer_review-R2B4K0SX6HZEA7,Mayank Singhal,Not Good,good,05-03-2019,3
customer_review-RX7BAO3VNLPP7,Abhishek Chakraborty,A GOOD PURCHASE,product delivered definedworth paygood product cheap rategood buygo,01-11-2017,5
customer_review-R2J08HSGXYBTRM,Nishat Choudhury,Nice SLR 👌.,perfect compact camera,08-11-2018,4
customer_review-R3R73I1XU6GFAB,Vinoth,Nice for midrange camera,picture quality problem somtimes pixels doesnt look ao good,06-03-2019,5
customer_review-R2Y2T08FS6ES29,Briju Madhwal,Good,picture quality great according prise bettery life good,27-01-2019,5
customer_review-RPQKZI8QBFRK5,Amul Joshi,Four Stars,great camaera great price,12-06-2018,4
customer_review-RGH6U4G433XU3,Arindam R.,Good normal use camera,good camera normal family photo,01-12-2018,5
customer_review-R2PHJ53CCQFMGD,Amit M.,Reliable,reliable,03-08-2019,4
customer_review-R2V5015BCIH49A,Odell,Product is ok,product ok,30-09-2019,5
customer_review-R68WVTZKCXEFO,Narender 9999281740,Average camera,average,07-07-2019,3
customer_review-R15E1DZ439PO7S,Amazon Customer,Five Stars,good product good timely service amazon,30-10-2017,5
customer_review-R2YZ8V6HCHF805,D Verma,Good Products,pictures fabulous battery discharge 40 50 shots,14-09-2018,5
customer_review-R8VP22L361O3R,Harry Ralte,Great! Thank you,smaller compact expectedgreat thank,29-10-2015,4
customer_review-R1BD1E2ATFWHOL,Swati,best quality,new good,24-04-2019,5
customer_review-R2WEPR3ZI9GZVX,SASI,"SUPERB ......,",received camera one day perfect deleivery product neatly packed,18-03-2019,4
customer_review-R27PMR5L4W41D4,JAYANTA NATH,Good product,picture quality good,12-07-2018,5
customer_review-R3MDGH3RR0T6S2,Sachin,Great buy,great pocket friendly product,18-10-2019,5
customer_review-R16JDEDA2MGOC9,SADDAM,Shoot is good,nice shoot,23-08-2019,4
customer_review-R1S39B87DNRBTB,Prasanjit Singh,Poor quality pictures,mobile phones picture quality better camera,05-09-2019,1
customer_review-R2JY08THMTJISQ,Sarang Tayde,Just whatever is metioned. No surprises.,price could little less given demand must low,08-10-2019,5
customer_review-R2POXN6EGNIX11,Amazon Customer,worth for the price,compact camera good picture quality,05-11-2018,5
customer_review-R1MYW3JYDEVZJV,Amazon Customer,Four Stars,best camera nice n clear picture,02-05-2017,4
customer_review-R2ZQKUDX79FRJK,Manish singh,Awsm camera,good camera good beginners suggest buy,15-10-2019,4
customer_review-REJFXVLZ7SFK1,Ricky Tiwari,Best camera in this price,camera good everything completely,23-07-2019,4
customer_review-R13EWF8RYC1GUI,Amazon Customer,Good,good,31-10-2018,4
customer_review-R26VLR8WDG5D2T,RK,Value of money not meet,good product price,15-02-2019,4
customer_review-R3VTRCFMXOE5LI,Mahesh desai,Good,good,24-07-2019,5
customer_review-R2E912OEAJXC1E,Jayanta Patra,Four Stars,good product price range picture quality good satisfied timely delivery,03-05-2016,4
customer_review-R2PJIG17VE4QM9,Ran,Not a better deal,picture quality good enough think battery life good,15-12-2018,3
customer_review-R1JR53FV85O7X0,Prathmesh Anerao,Awesome product,good quality picture easy handling go,17-11-2018,5
customer_review-RC8X0G45YKY6X,maya,nice worth,surprised antishake mode blurred pic moving element nice worth money,13-05-2015,4
customer_review-R1PHCD86E39SJ8,PRADEEPDEVA,Four Stars,nice budget camerai really loved thank amazon,21-06-2018,4
customer_review-R1LDGQML46SAO1,shivachandran,No quality,worth 7200 rs low zoom capacity totally waste,09-07-2019,1
customer_review-R21K89L50X1ZR9,Vikram,nice product,nice handy camera range pic quality good,28-07-2018,4
customer_review-R2ZSXRLDE7MDK8,Reema,Thums up,good product best price time delivery better expect thumbs amazon,27-11-2015,4
customer_review-R39S6IPCQ0AHQV,sivaprasad,Worth for the price,worth price quality also good,08-09-2019,5
customer_review-R1JJ6QG5012P8M,Amazon Customer,It is a good product to buy,good product buy,22-03-2019,4
customer_review-RW095OE1T9WM5,Sujata Kumari,Nice,nice one,26-11-2018,5
customer_review-R1C7YT0QWNVKRI,manikandan,Sony w830,think dupicate product original,04-08-2019,5
customer_review-R2YQKEYVN03ASL,Gangadhar reddy,Bad picture quality,bad picture quality zooming,06-10-2019,1
customer_review-RXLXF2M8O2G4E,V.Jayaraj,Not good,bad picture quality,09-12-2018,1
customer_review-R1QSQ4FQ6UZZ1R,Sanjeevkumar Rathod,But as good as I thought,good thought camera pouch good camera keys shaking file size 10 huge5mb plus lastly pictures brightness nut great,10-08-2016,4
customer_review-R3POOAYLVSV4OD,shivaansh riddhima,Good for gifting a 10 year old,cute looking product love,06-05-2019,4
customer_review-R3TW43HXA7H7UF,Amazon Customer,Good item,nice product according cost,07-11-2019,5
customer_review-R8IDD09A1HFLN,Deepak Meena,Pesa wasool,greast,02-03-2019,5
customer_review-R365P0TZ2V4C5R,Dhanya,Good camera,good picture clarity quality,07-11-2018,4
customer_review-R3D2B6LUID5OY4,Deepak kumar gupta,Nice Product,nice camera,08-11-2019,5
customer_review-RKI595P8O3B8A,SRB,Four Stars,picture clarity awesome day lite night noise,10-02-2016,4
customer_review-R34OVI5Q7IDJ2Q,Srikanth,Four Stars,good one used small trips family,13-09-2016,4
customer_review-R1IWF6TZYEFLQ1,Amazon Customer,Good one,nice product candy careful handling bcoz small hold capturing decent image good picture quality worth money,14-05-2016,4
customer_review-R1RL8EFL58VPHV,Barun,Best camera in this price range,amazing picture quality good optical zoom took pictures himalayan range mussoorie best camera price range best picture quality easy carry given small size,31-10-2016,5
customer_review-R1QORJU8PE7HSG,SREENATH sree,Bad,bad,09-04-2019,3
customer_review-R2SKTTARTJNMYV,kamal,One of the best gift that I gave to my friend on life ...,one best gift gave friend life event likes,03-06-2015,5
